Name MJD Filter Mag MagErr Survey Name_upper Name_alt Type Instrument
sn2005hk 53678.2585 V 16.314 0.011 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53679.1916 V 16.215 0.006 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53680.2493 V 16.096 0.009 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53681.1361 V 16.022 0.007 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53681.1535 V 16.01 0.015 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53682.1103 V 15.979 0.013 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53682.2608 V 15.943 0.008 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53683.1468 V 15.888 0.011 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53683.1635 V 15.874 0.009 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53688.2568 V 15.764 0.012 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53689.1762 V 15.764 0.007 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53690.2538 V 15.75 0.01 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53691.2553 V 15.781 0.009 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53692.2342 V 15.829 0.009 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53693.2538 V 15.876 0.007 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53694.2343 V 15.935 0.007 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53695.2021 V 15.969 0.007 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53696.1956 V 16.029 0.008 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53697.1494 V 16.109 0.011 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53701.1278 V 16.469 0.007 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53705.0742 V 16.768 0.01 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53707.1965 V 16.891 0.011 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53709.1584 V 16.991 0.009 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53724.2416 V 17.553 0.03 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53728.0977 V 17.654 0.018 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53729.1447 V 17.639 0.018 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53731.1308 V 17.655 0.022 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53745.1096 V 17.854 0.04 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53752.0923 V 18.003 0.023 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53758.1237 V 18.15 0.03 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53764.0951 V 18.28 0.029 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53675.2054 r' 16.908 0.011 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53676.1712 r' 16.683 0.025 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53676.2364 r' 16.658 0.013 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53677.2537 r' 16.469 0.013 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53678.2551 r' 16.342 0.011 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53679.1947 r' 16.228 0.007 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53680.246 r' 16.113 0.012 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53681.1328 r' 16.037 0.01 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53681.1502 r' 16.043 0.01 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53682.1134 r' 15.98 0.01 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53682.2638 r' 15.963 0.009 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53683.1435 r' 15.911 0.018 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53683.1602 r' 15.907 0.009 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53688.2534 r' 15.771 0.012 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53689.1793 r' 15.719 0.01 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53690.2505 r' 15.723 0.008 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53691.252 r' 15.713 0.008 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53692.2309 r' 15.701 0.009 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53693.2504 r' 15.722 0.006 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53694.231 r' 15.747 0.007 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53695.1988 r' 15.77 0.007 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53696.1922 r' 15.802 0.011 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53697.1525 r' 15.855 0.01 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53701.1302 r' 16.087 0.006 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53705.0765 r' 16.316 0.008 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53707.1988 r' 16.434 0.011 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53709.1608 r' 16.541 0.01 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53724.2439 r' 17.137 0.018 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53728.1001 r' 17.294 0.016 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53729.1471 r' 17.273 0.016 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53731.1332 r' 17.336 0.014 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53745.112 r' 17.657 0.026 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53752.0946 r' 17.86 0.019 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53758.1261 r' 18.017 0.026 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53764.0975 r' 18.109 0.025 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53675.207 i' 17.163 0.014 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53676.1728 i' 17.028 0.041 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53676.2388 i' 16.918 0.015 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53677.2553 i' 16.686 0.016 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53678.2568 i' 16.559 0.011 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53679.197 i' 16.461 0.006 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53680.2476 i' 16.338 0.012 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53681.1344 i' 16.274 0.009 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53681.1518 i' 16.263 0.017 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53682.1157 i' 16.212 0.013 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53682.2662 i' 16.205 0.011 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53683.1451 i' 16.14 0.012 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53683.1618 i' 16.146 0.011 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53689.1816 i' 15.926 0.01 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53690.2521 i' 15.9 0.009 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53691.2536 i' 15.876 0.011 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53692.2325 i' 15.862 0.009 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53693.2521 i' 15.84 0.006 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53694.2326 i' 15.835 0.008 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53695.2004 i' 15.854 0.009 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53696.1939 i' 15.857 0.011 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53697.1548 i' 15.876 0.01 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53701.1318 i' 16.012 0.008 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53705.0781 i' 16.21 0.009 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53707.2004 i' 16.324 0.012 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53709.1624 i' 16.413 0.009 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53724.2455 i' 17.048 0.016 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53728.1017 i' 17.112 0.026 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53729.1487 i' 17.213 0.014 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53731.1347 i' 17.239 0.016 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53745.1136 i' 17.595 0.03 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53752.0963 i' 17.793 0.022 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53758.1277 i' 17.969 0.024 CfA3 SN2005HK sn2005hk "" Keplercam
sn2005hk 53764.0991 i' 18.018 0.025 CfA3 SN2005HK sn2005hk "" Keplercam
SN2005hk 53677.09 J 16.65 0.01 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53678.09 J 16.45 0.17 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53679.1 J 16.38 0.18 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53681.14 J 16.18 0.04 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53682.1 J 16.09 0.08 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53688.21 J 15.94 0.03 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53689.19 J 15.91 0.04 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53690.15 J 15.9 0.25 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53691.18 J 15.88 0.03 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53693.18 J 15.85 0.01 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53694.16 J 15.92 0.04 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53695.11 J 15.89 0.17 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53696.1 J 15.84 0.18 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53699.1 J 15.86 0.03 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53700.15 J 15.95 0.04 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53703.11 J 15.89 0.18 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53704.09 J 15.92 0.03 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53705.09 J 15.89 0.02 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53728.12 J 16.99 0.04 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53735.17 J 17.32 0.02 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53739.19 J 17.5 0.1 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53740.18 J 17.61 0.06 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53742.18 J 17.47 0.06 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53745.17 J 17.79 0.17 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53748.17 J 17.75 0.03 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53677.09 H 16.82 0.18 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53678.09 H 16.56 0.05 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53679.1 H 16.47 0.06 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53681.14 H 16.24 0.07 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53682.1 H 16.08 0.12 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53688.21 H 15.91 0.07 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53689.19 H 15.77 0.08 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53690.15 H 15.78 0.04 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53691.18 H 15.81 0.06 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53693.18 H 15.63 0.06 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53694.16 H 15.63 0.08 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53695.11 H 15.63 0.18 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53696.1 H 15.57 0.06 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53699.1 H 15.59 0.17 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53702.11 H 15.51 0.05 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53703.11 H 15.61 0.17 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53704.09 H 15.63 0.03 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53705.09 H 15.66 0.03 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53728.12 H 16.38 0.09 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53735.17 H 16.61 0.06 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53739.19 H 17.05 0.25 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53740.18 H 16.94 0.07 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53742.18 H 16.99 0.09 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53745.17 H 17.14 0.03 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53748.17 H 16.98 0.08 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53677.09 K_s 17.15 0.25 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53678.09 K_s 16.84 0.25 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53679.1 K_s 16.57 0.25 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53688.21 K_s 15.89 0.25 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53689.19 K_s 15.74 0.25 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53690.15 K_s 15.74 0.25 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53691.18 K_s 15.74 0.25 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53693.18 K_s 15.59 0.25 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53694.16 K_s 15.48 0.25 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53695.11 K_s 15.55 0.25 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53696.1 K_s 15.62 0.25 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53699.1 K_s 15.71 0.25 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53701.14 K_s 15.36 0.25 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53703.11 K_s 15.69 0.25 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53704.09 K_s 15.73 0.25 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53705.09 K_s 15.61 0.25 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53728.12 K_s 16.82 0.25 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53739.19 K_s 17.38 0.25 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53740.18 K_s 17.22 0.25 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53742.18 K_s 17.0 0.25 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53745.17 K_s 16.97 0.26 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53748.17 K_s 17.4 0.27 CfAIR2 SN2005HK SN2005hk Iax ""
SN2005hk 53622.34765625 g 24.687000274658203 0.8740000128746033 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53622.34765625 r 26.305999755859375 0.5770000219345093 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53622.34765625 i 25.18199920654297 0.9470000267028809 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53622.34765625 z 22.496000289916992 0.8610000014305115 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53622.34765625 u 25.966999053955078 1.090000033378601 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53627.3046875 g 25.04800033569336 1.3569999933242798 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53627.3046875 r 23.583999633789062 0.8709999918937683 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53627.3046875 i 25.378000259399414 0.8320000171661377 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53627.3046875 z 22.149999618530273 0.6679999828338623 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53627.3046875 u 24.195999145507812 1.5770000219345093 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53634.296875 g 24.059999465942383 1.7970000505447388 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53634.296875 r 24.358999252319336 1.253000020980835 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53634.296875 i 25.79400062561035 0.777999997138977 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53634.296875 z 23.62700080871582 0.7459999918937683 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53634.296875 u 26.77199935913086 1.4869999885559082 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53638.33984375 g 24.64299964904785 0.8809999823570251 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53638.33984375 r 23.878000259399414 0.7860000133514404 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53638.33984375 i 23.85700035095215 0.8209999799728394 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53638.33984375 z 22.851999282836914 0.7020000219345093 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53638.33984375 u 26.07200050354004 0.9789999723434448 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53640.3046875 g 22.80900001525879 2.239000082015991 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53640.3046875 r 25.878999710083008 0.8870000243186951 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53640.3046875 i 24.95400047302246 0.9020000100135803 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53640.3046875 z 21.618000030517578 1.0470000505447388 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53640.3046875 u 26.204999923706055 1.027999997138977 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53655.2734375 g 24.832000732421875 1.593999981880188 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53655.2734375 r 24.541000366210938 1.2430000305175781 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53655.2734375 i 23.027000427246094 0.878000020980835 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53655.2734375 z 23.48900032043457 1.1390000581741333 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53655.2734375 u 23.45599937438965 1.8839999437332153 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53664.30078125 g 24.917999267578125 1.406999945640564 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53664.30078125 r 24.11400032043457 1.0679999589920044 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53664.30078125 i 23.597000122070312 0.9359999895095825 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53664.30078125 z 22.1200008392334 0.753000020980835 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53664.30078125 u 25.43400001525879 1.753000020980835 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53669.2578125 g 25.165000915527344 0.7369999885559082 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53669.2578125 r 23.472999572753906 0.5080000162124634 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53669.2578125 i 24.861000061035156 0.8389999866485596 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53669.2578125 z 23.66900062561035 0.6669999957084656 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53669.2578125 u 24.12700080871582 1.1330000162124634 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53671.34375 g 18.732999801635742 0.012000000104308128 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53671.34375 r 18.95400047302246 0.01899999938905239 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53671.34375 i 19.284000396728516 0.027000000700354576 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53671.34375 z 19.604000091552734 0.10400000214576721 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53671.34375 u 18.586000442504883 0.035999998450279236 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53674.2421875 g 16.976999282836914 0.012000000104308128 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53674.2421875 r 17.097000122070312 0.006000000052154064 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53674.2421875 i 17.347999572753906 0.008999999612569809 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53674.2421875 z 17.56999969482422 0.017999999225139618 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53674.2421875 u 17.01799964904785 0.03099999949336052 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53676.33203125 g 16.51099967956543 0.004000000189989805 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53676.33203125 r 16.591999053955078 0.004000000189989805 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53676.33203125 i 16.80699920654297 0.004999999888241291 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53676.33203125 z 17.010000228881836 0.010999999940395355 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53676.33203125 u 16.64900016784668 0.03099999949336052 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53679.3046875 g 16.04599952697754 0.008999999612569809 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53679.3046875 r 16.148000717163086 0.008999999612569809 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53679.3046875 i 16.39299964904785 0.014999999664723873 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53679.3046875 z 16.56999969482422 0.014000000432133675 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53679.3046875 u 16.409000396728516 0.03099999949336052 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53681.296875 g 15.902999877929688 0.004000000189989805 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53681.296875 r 15.97700023651123 0.003000000026077032 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53681.296875 i 16.214000701904297 0.004999999888241291 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53681.296875 z 16.343000411987305 0.008999999612569809 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53681.296875 u 16.399999618530273 0.03099999949336052 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53685.25390625 g 15.777000427246094 0.017999999225139618 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53685.25390625 r 15.743000030517578 0.014999999664723873 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53685.25390625 i 16.003000259399414 0.014999999664723873 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53685.25390625 z 16.1200008392334 0.009999999776482582 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53685.25390625 u 16.52400016784668 0.03099999949336052 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53697.25 g 16.777999877929688 0.014999999664723873 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53697.25 r 15.8100004196167 0.006000000052154064 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53697.25 i 15.819999694824219 0.006000000052154064 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53697.25 z 15.916999816894531 0.01600000075995922 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53697.25 u 18.42300033569336 0.03099999949336052 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53700.25 g 17.125 0.02199999988079071 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53700.25 r 15.98799991607666 0.013000000268220901 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53700.25 i 15.887999534606934 0.014000000432133675 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53700.25 z 15.967000007629395 0.017999999225139618 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53700.25 u 18.990999221801758 0.03799999877810478 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53705.234375 g 17.625 0.013000000268220901 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53705.234375 r 16.30699920654297 0.003000000026077032 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53705.234375 i 16.170000076293945 0.00800000037997961 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53705.234375 z 16.190000534057617 0.008999999612569809 SDSS SN2005HK SDSS8151 "" ""
SN2005hk 53705.234375 u 19.636999130249023 0.05000000074505806 SDSS SN2005HK SDSS8151 "" ""
